Date/Time,Environment:Site Outdoor Air Drybulb Temperature [C](Hourly),Environment:Site Mains Water Temperature [C](Hourly),INTERIOR LIGHTS:Lights Electricity Rate [W](Hourly),ELECTRIC_MELS1:Electric Equipment Electricity Rate [W](Hourly),GAS_MELS1:Gas Equipment NaturalGas Rate [W](Hourly),LIVING:Zone Mean Air Temperature [C](Hourly),ATTIC:Zone Mean Air Temperature [C](Hourly),FAN:Fan Electricity Rate [W](Hourly),HEATING_RESISTANCE_MAIN:Heating Coil Electricity Rate [W](Hourly),DX_COOLING_COIL:Cooling Coil Electricity Rate [W](Hourly),WATER HEATER:Water Heater Electricity Rate [W](Hourly)
 01/01  01:00:00,-17.5,10.79322199739079,68.72445187678231,607.4902723735411,0.0,20.54240036466755,2.0779858118284926,14.49204459972718,1209.5065843974126,0.0,0.0
 01/01  02:00:00,-20.5,10.79322199739079,68.72445187678231,559.338521400778,0.0,20.545040353085584,-0.6228035501208021,21.43871882664908,1789.2762752306858,0.0,0.0
 01/01  03:00:00,-19.5,10.79322199739079,68.72445187678231,552.853437094682,0.0,20.539000345165108,-2.7965409652256536,24.995459550435059,2086.12198908493,0.0,0.0
 01/01  04:00:00,-19.0,10.79322199739079,68.72445187678231,545.071335927367,0.0,20.52493206711246,-3.577058241306736,27.30729028293005,2279.0674684976577,0.0,396.568928589231
 01/01  05:00:00,-19.0,10.79322199739079,206.17335563034693,524.481193255512,0.0,20.519792425003826,-3.5863353178533194,28.199142716799288,2353.501505989924,0.0,0.0
 01/01  06:00:00,-17.5,10.79322199739079,429.52782422988948,585.278858625162,0.0,20.531295647499137,-3.1790319561498379,26.829903046175788,2239.224711860513,0.0,411.7978685488524
 01/01  07:00:00,-17.0,10.79322199739079,481.07116313747619,676.2321660181581,0.0,20.53042764665165,-2.4793267167428927,25.784738004286198,2151.9951983678995,0.0,437.0883585058702
 01/01  08:00:00,-17.75,10.79322199739079,429.52782422988948,718.547341115435,0.0,20.539442053579543,-1.1462031961034478,24.503280892383324,2045.0447398729962,0.0,748.083413885051
 01/01  09:00:00,-16.950000000000004,10.79322199739079,188.99224266115136,607.4902723735411,0.0,20.546146584660684,1.0107604808660658,18.671276170183036,1558.3054076002507,0.0,605.297561135323
 01/01  10:00:00,-15.55,10.79322199739079,128.85834726896685,517.023346303502,0.0,20.5475314641896,4.071050400642383,15.479701528475776,1291.9364686160712,0.0,900.365548407158
 01/01  11:00:00,-14.15,10.79322199739079,128.85834726896685,529.1828793774321,0.0,20.550531601444406,7.575652687568751,9.224481853774682,769.8756005763992,0.0,442.7842387970699
 01/01  12:00:00,-12.75,10.79322199739079,128.85834726896685,529.345006485084,0.0,20.551584815474017,10.418501133888629,5.255792135416185,438.648608225349,0.0,870.130773164144
 01/01  13:00:00,-11.35,10.79322199739079,128.85834726896685,520.428015564202,0.0,20.552688424672458,11.835945138069736,2.460372709494675,205.34279836963322,0.0,429.0735599134426
 01/01  14:00:00,-9.5,10.79322199739079,128.85834726896685,538.424124513619,0.0,20.552902503233946,11.494369579176763,1.6623648821938558,138.74103525201327,0.0,425.24471409637928
 01/01  15:00:00,-12.75,10.79322199739079,128.85834726896685,568.741893644617,0.0,20.54911281274092,10.860022740274449,2.5517313552174816,212.96759435911327,0.0,421.93940896883489
 01/01  16:00:00,-14.75,10.79322199739079,223.3544685995425,600.356679636835,0.0,20.551892451657755,7.887091636682948,6.657101994323791,555.6019814686017,0.0,420.2953798132757
 01/01  17:00:00,-15.75,10.79322199739079,481.07116313747619,710.11673151751,0.0,20.547973888561964,4.390152899215175,11.604567089359146,968.5176033701711,0.0,424.40437872125195
 01/01  18:00:00,-16.75,10.79322199739079,670.0634057986275,862.6783398184181,0.0,20.54432198188707,2.1687701595437169,13.496496425039286,1126.4180964974715,0.0,431.01360312079239
 01/01  19:00:00,-17.0,10.79322199739079,902.0084308827678,936.608300907912,0.0,20.540589031296557,0.8093062614540104,14.31191671293951,1194.473104228066,0.0,438.53394621201667
 01/01  20:00:00,-14.75,10.79322199739079,999.6283909350154,966.763942931258,0.0,20.53766691880882,0.6929780049584793,13.630640378130732,1137.6137558404089,0.0,880.7363452229597
 01/01  21:00:00,-14.0,10.79322199739079,999.6283909350154,1000.0,0.0,20.537566167348616,1.580141781303671,13.955317327467725,1164.711306177271,0.0,436.2349578499501
 01/01  22:00:00,-14.0,10.79322199739079,755.9689706446054,976.653696498055,0.0,20.534571960478759,2.3278476747839846,16.125355538357306,1345.8227764327754,0.0,430.4541900503787
 01/01  23:00:00,-13.25,10.79322199739079,420.93726774529167,845.168612191959,0.0,20.53176568059251,2.866592643165512,18.820285523994146,1570.7417338433216,0.0,420.4016646124722
 01/01  24:00:00,-13.0,10.79322199739079,171.81112969195579,734.43579766537,0.0,20.515581828327844,3.2515633828948937,21.49724137726288,1794.1605694940677,0.0,410.3448968294984
 01/02  01:00:00,-13.0,10.726601198421533,68.72445187678231,607.4902723735411,0.0,20.523043465290408,2.7011855598993117,24.342364018947195,2031.614611596596,0.0,0.0
 01/02  02:00:00,-13.75,10.726601198421533,68.72445187678231,559.338521400778,0.0,20.528232040617448,1.8003258269730729,26.494664832538044,2211.2457180100448,0.0,0.0
 01/02  03:00:00,-13.25,10.726601198421533,68.72445187678231,552.853437094682,0.0,20.532589105890744,2.4412997100017894,26.167200484579785,2183.9155312799837,0.0,396.04506542566187
 01/02  04:00:00,-12.25,10.726601198421533,68.72445187678231,545.071335927367,0.0,20.52417570675584,2.178205897981759,26.366305494791108,2200.532842880145,0.0,0.0
 01/02  05:00:00,-12.0,10.726601198421533,206.17335563034693,524.481193255512,0.0,20.52283357751154,2.036495395088364,26.183016181358803,2185.2355099247786,0.0,0.0
 01/02  06:00:00,-11.25,10.726601198421533,429.52782422988948,585.278858625162,0.0,20.52863841643517,2.0243615530044689,24.457849340589527,2041.2530208608269,0.0,411.34156343723125
 01/02  07:00:00,-10.25,10.726601198421533,481.07116313747619,676.2321660181581,0.0,20.53253115471661,2.6220920156033467,23.015059365348305,1920.837715556723,0.0,436.1426153532736
 01/02  08:00:00,-9.25,10.726601198421533,429.52782422988948,718.547341115435,0.0,20.535598341457239,3.46910270425735,20.701180686151806,1727.7213144356802,0.0,894.227456835057
 01/02  09:00:00,-9.0,10.726601198421533,188.99224266115136,607.4902723735411,0.0,20.53665018299459,4.431379915042397,16.223670514541433,1354.0281480227723,0.0,449.7957946815616
 01/02  10:00:00,-9.0,10.726601198421533,128.85834726896685,517.023346303502,0.0,20.544361181761155,6.079131687910224,13.334111903129479,1112.865478224558,0.0,892.0715988427862
 01/02  11:00:00,-8.25,10.726601198421533,128.85834726896685,529.1828793774321,0.0,20.541864206299949,7.4671580946674249,12.829946529481419,1070.7878172805675,0.0,438.8951375799121
 01/02  12:00:00,-7.25,10.726601198421533,128.85834726896685,529.345006485084,0.0,20.5444171788561,8.642920396576792,10.000031566779957,834.6030086348219,0.0,431.66277452813099
 01/02  13:00:00,-7.0,10.726601198421533,128.85834726896685,520.428015564202,0.0,20.550976920395873,10.650371284551487,5.353711784091488,446.8209857666718,0.0,426.2576649376408
 01/02  14:00:00,-7.0,10.726601198421533,128.85834726896685,538.424124513619,0.0,20.552825338576015,12.248336634997962,2.1193409958861855,176.88027879488909,0.0,422.72064393695407
 01/02  15:00:00,-7.75,10.726601198421533,128.85834726896685,568.741893644617,0.0,20.55100771205401,12.815311632493446,1.5001550950271999,125.20300034729961,0.0,419.69582633794229
 01/02  16:00:00,-8.75,10.726601198421533,223.3544685995425,600.356679636835,0.0,20.55152688195973,10.722656764965127,5.356129185291071,447.02274216121676,0.0,418.2202150210088
 01/02  17:00:00,-11.25,10.726601198421533,481.07116313747619,710.11673151751,0.0,20.548912453759223,7.464075513037939,10.187395413069089,850.2404022548358,0.0,422.20431989904258
 01/02  18:00:00,-15.0,10.726601198421533,670.0634057986275,862.6783398184181,0.0,20.545917541479179,4.850476164814491,12.888860487296727,1075.7047784036286,0.0,428.7853326159461
 01/02  19:00:00,-16.0,10.726601198421533,902.0084308827678,936.608300907912,0.0,20.53842432666222,3.419006111885933,13.676312577075642,1141.4255592728119,0.0,872.0597270864967
 01/02  20:00:00,-15.25,10.726601198421533,999.6283909350154,966.763942931258,0.0,20.540021713305867,2.1535265131616159,15.052097901475147,1256.2486539112218,0.0,437.86571918660197
 01/02  21:00:00,-15.75,10.726601198421533,999.6283909350154,1000.0,0.0,20.530946277502708,2.222032693170931,16.090980729682476,1342.9538536149146,0.0,433.7662709516935
 01/02  22:00:00,-15.100000000000002,10.726601198421533,755.9689706446054,976.653696498055,0.0,20.524107588418784,1.8562218387025753,18.43379742734637,1538.485422839731,0.0,428.20474259867589
 01/02  23:00:00,-13.975,10.726601198421533,420.93726774529167,845.168612191959,0.0,20.514320945862339,1.4472120206186872,21.515407286507697,1795.6766969591727,0.0,418.9540592907908
 01/02  24:00:00,-12.8,10.726601198421533,171.81112969195579,734.43579766537,0.0,20.511353750231895,1.5484540197398189,24.40026292809449,2036.446856719855,0.0,409.55238973463966
 07/21  01:00:00,19.546499999999996,21.778426685548369,68.72445187678231,607.4902723735411,0.0,23.813617193653735,17.727861226229785,0.0,0.0,0.0,0.0
 07/21  02:00:00,18.830999999999997,21.778426685548369,68.72445187678231,559.338521400778,0.0,23.292976036053735,16.707478906144347,0.0,0.0,0.0,0.0
 07/21  03:00:00,18.314249999999995,21.778426685548369,68.72445187678231,552.853437094682,0.0,22.902018319268625,15.951773159905946,0.0,0.0,0.0,0.0
 07/21  04:00:00,17.837249999999999,21.778426685548369,68.72445187678231,545.071335927367,0.0,22.55977651032292,15.341512524406048,0.0,0.0,0.0,0.0
 07/21  05:00:00,17.479499999999999,21.778426685548369,206.17335563034693,524.481193255512,0.0,22.70206769716394,15.467949748671375,0.0,0.0,0.0,397.36457415478778
 07/21  06:00:00,17.638499999999998,21.778426685548369,429.52782422988948,585.278858625162,0.0,23.49694996118989,17.62586976876767,0.0,0.0,0.0,0.0
 07/21  07:00:00,18.552749999999997,21.778426685548369,481.07116313747619,676.2321660181581,0.0,24.29637083851633,22.202157112499898,0.0,0.0,0.0,420.0356015451383
 07/21  08:00:00,20.858249999999999,21.778426685548369,429.52782422988948,718.547341115435,0.0,24.947233682718907,28.36877495531943,0.0,0.0,0.0,427.605181209993
 07/21  09:00:00,23.799749999999997,21.778426685548369,188.99224266115136,607.4902723735411,0.0,25.509144668811496,35.211551049223519,1.2445856608522797,0.0,18.05499544440492,430.4067275651437
 07/21  10:00:00,26.582249999999996,21.778426685548369,128.85834726896685,517.023346303502,0.0,25.555808685788344,41.326873858364539,5.4556864562133289,0.0,82.5213741443643,428.87106471340567
 07/21  11:00:00,29.046749999999997,21.778426685548369,128.85834726896685,529.1828793774321,0.0,25.556064280318098,46.3087803281957,9.600162775851342,0.0,152.3503931775865,424.53144908486129
 07/21  12:00:00,30.835499999999997,21.778426685548369,128.85834726896685,529.345006485084,0.0,25.55644937431059,49.84100914949373,12.392454688060429,0.0,203.96360564378433,419.8072875774459
 07/21  13:00:00,32.187,21.778426685548369,128.85834726896685,520.428015564202,0.0,25.558508677697046,51.67251217416079,16.698206843595185,0.0,282.713780659596,416.205130592874
 07/21  14:00:00,33.10124999999999,21.778426685548369,128.85834726896685,538.424124513619,0.0,25.572863722334959,52.044413871923669,20.715413425881743,0.0,357.29498129871,413.65174168616508
 07/21  15:00:00,33.3,21.778426685548369,128.85834726896685,568.741893644617,0.0,25.556967331974819,51.021342286774018,22.56614141472349,0.0,390.35769078563029,411.5931647629132
 07/21  16:00:00,32.5845,21.778426685548369,223.3544685995425,600.356679636835,0.0,25.555615238751569,48.61134397984305,22.222695510911885,0.0,378.0704305256147,0.0
 07/21  17:00:00,31.391999999999997,21.778426685548369,481.07116313747619,710.11673151751,0.0,25.555658066669254,44.774856879500259,21.957029891637036,0.0,363.3495282063753,413.03952387741756
 07/21  18:00:00,29.881499999999997,21.778426685548369,670.0634057986275,862.6783398184181,0.0,25.555666371377574,39.78350808565075,21.345267780819108,0.0,340.9817376843155,416.9292332836568
 07/21  19:00:00,27.695249999999999,21.778426685548369,902.0084308827678,936.608300907912,0.0,25.555653729542955,34.07798681863359,18.235072141712477,0.0,277.00860379091088,421.5728908965767
 07/21  20:00:00,25.78725,21.778426685548369,999.6283909350154,966.763942931258,0.0,25.555610303784556,28.793551775136835,11.431497208144578,0.0,166.05546665454569,422.8027166340876
 07/21  21:00:00,24.276749999999998,21.778426685548369,999.6283909350154,1000.0,0.0,25.55563765406774,24.82310332103392,7.611208443654386,0.0,106.82038136208468,420.2588056915986
 07/21  22:00:00,22.845749999999997,21.778426685548369,755.9689706446054,976.653696498055,0.0,25.555562069049299,22.259625262122389,3.692343720342916,0.0,50.324362252260588,0.0
 07/21  23:00:00,21.653249999999998,21.778426685548369,420.93726774529167,845.168612191959,0.0,25.50035754530861,20.443904066214789,0.10576477621663043,0.0,1.4143412178239008,410.3637012912403
 07/21  24:00:00,20.54025,21.778426685548369,171.81112969195579,734.43579766537,0.0,24.949903908050325,18.948514247801378,0.0,0.0,0.0,403.9447240566755
 12/21  01:00:00,-14.1,11.628460802149517,68.72445187678231,607.4902723735411,0.0,20.52275335899474,-1.1506556234708026,18.117391659466909,1512.0781856167146,0.0,0.0
 12/21  02:00:00,-14.1,11.628460802149517,68.72445187678231,559.338521400778,0.0,20.514935222640188,-1.1530216682711292,21.78132434263173,1817.8701444104486,0.0,0.0
 12/21  03:00:00,-14.1,11.628460802149517,68.72445187678231,552.853437094682,0.0,20.517123230352298,-1.155835858291221,24.130394949876707,2013.9236651628424,0.0,0.0
 12/21  04:00:00,-14.1,11.628460802149517,68.72445187678231,545.071335927367,0.0,20.51823677324714,-1.15922376752807,25.777211238322509,2151.3670141990166,0.0,396.48239029807726
 12/21  05:00:00,-14.1,11.628460802149517,206.17335563034693,524.481193255512,0.0,20.522469414943659,-1.1625584625401749,26.187192399740498,2185.5840572671347,0.0,0.0
 12/21  06:00:00,-14.1,11.628460802149517,429.52782422988948,585.278858625162,0.0,20.527447778441567,-1.1654395281462909,25.424986987502004,2121.970365049878,0.0,333.7481273396827
 12/21  07:00:00,-14.1,11.628460802149517,481.07116313747619,676.2321660181581,0.0,20.525743041938168,-1.1684894924321459,25.121181917060768,2096.614782506411,0.0,517.8347755277017
 12/21  08:00:00,-14.1,11.628460802149517,429.52782422988948,718.547341115435,0.0,20.52226241593007,-1.1715204419775245,25.54282386706526,2131.805035426154,0.0,447.4779030044346
 12/21  09:00:00,-14.1,11.628460802149517,188.99224266115136,607.4902723735411,0.0,20.513495894766686,-1.1750208621125018,27.683442649993404,2310.4611591235036,0.0,903.0391442756077
 12/21  10:00:00,-14.1,11.628460802149517,128.85834726896685,517.023346303502,0.0,20.51408738956976,-1.177771997079415,29.314940505746,2446.626031194085,0.0,896.6778365828659
 12/21  11:00:00,-14.1,11.628460802149517,128.85834726896685,529.1828793774321,0.0,20.51642222471351,-1.1794035467147204,30.17269984683482,2518.214657887578,0.0,441.3569549465727
 12/21  12:00:00,-14.1,11.628460802149517,128.85834726896685,529.345006485084,0.0,20.51710689741377,-1.180991781850861,30.726605433173526,2564.4436388433634,0.0,433.7589441589858
 12/21  13:00:00,-14.1,11.628460802149517,128.85834726896685,520.428015564202,0.0,20.51704552820422,-1.182813151313936,31.19177766451233,2603.266930671606,0.0,450.7812207916236
 12/21  14:00:00,-14.1,11.628460802149517,128.85834726896685,538.424124513619,0.0,20.51715792778107,-1.184557148791487,31.55490103393945,2633.573220667356,0.0,600.1452602770996
 12/21  15:00:00,-14.1,11.628460802149517,128.85834726896685,568.741893644617,0.0,20.517332800445396,-1.1860126412684915,31.811552211092228,2654.993337513082,0.0,224.41391760440775
 12/21  16:00:00,-14.1,11.628460802149517,223.3544685995425,600.356679636835,0.0,20.520064924780049,-1.187143768146366,31.42721559108311,2622.916588830234,0.0,419.62114871389135
 12/21  17:00:00,-14.1,11.628460802149517,481.07116313747619,710.11673151751,0.0,20.526975359849297,-1.1871593118643016,29.625805576870147,2472.570841658642,0.0,423.5352859681466
 12/21  18:00:00,-14.1,11.628460802149517,670.0634057986275,862.6783398184181,0.0,20.52933040509211,-1.186649698612178,27.63569971385526,2306.4765318874926,0.0,753.5700162631492
 12/21  19:00:00,-14.1,11.628460802149517,902.0084308827678,936.608300907912,0.0,20.531946355323343,-1.1857622255789007,25.44045904201813,2123.2616632985575,0.0,545.0419117435222
 12/21  20:00:00,-14.1,11.628460802149517,999.6283909350154,966.763942931258,0.0,20.529585328522246,-1.1847873556392124,24.126297848431876,2013.5817209229966,0.0,438.87998860541338
 12/21  21:00:00,-14.1,11.628460802149517,999.6283909350154,1000.0,0.0,20.526573237351074,-1.1839194878797664,23.668350787038706,1975.361442048688,0.0,843.8747060872643
 12/21  22:00:00,-14.1,11.628460802149517,755.9689706446054,976.653696498055,0.0,20.5177812080314,-1.1835699919668768,25.051778758364529,2090.822392285457,0.0,454.92823959468549
 12/21  23:00:00,-14.1,11.628460802149517,420.93726774529167,845.168612191959,0.0,20.509484764389748,-1.1839895546203612,27.869004190622087,2325.948132245677,0.0,419.56072898469116
 12/21  24:00:00,-14.1,11.628460802149517,171.81112969195579,734.43579766537,0.0,20.507248043735325,-1.1845367196368582,30.7161602954973,2563.5718872621839,0.0,0.0
