Date/Time,Environment:Site Outdoor Air Drybulb Temperature [C](Hourly),LIVING:Zone Mean Air Temperature [C](Hourly),ATTIC:Zone Mean Air Temperature [C](Hourly),CRAWLSPACE:Zone Mean Air Temperature [C](Hourly),FAN:Fan Electricity Rate [W](Hourly),DX_HEATING_COIL:Heating Coil Electricity Rate [W](Hourly),DX_HEATING_COIL:Heating Coil Defrost Electricity Rate [W](Hourly),DX_HEATING_COIL:Heating Coil Crankcase Heater Electricity Rate [W](Hourly),HEATING_RESISTANCE_BACKUP:Heating Coil Electricity Rate [W](Hourly)
 01/01  01:00:00,5.6,20.493250185733627,7.417066903752866,14.188264140053379,65.0702557629956,875.860233768185,0.0,117.64203244366579,0.0
 01/01  02:00:00,5.6,20.559941734807869,8.24171427119474,14.762004478146312,70.45260721378814,939.0725925296532,0.0,110.82971057765514,0.0
 01/01  03:00:00,5.6,20.58307789701253,8.485862677712646,14.022767516375425,70.19495616384558,938.1004350423009,0.0,111.15581374972985,0.0
 01/01  04:00:00,6.1,20.37405941820114,8.865294322316151,13.266533775267538,73.56492105312819,986.4040510295965,0.0,106.89052455172186,0.0
 01/01  05:00:00,6.1,20.51827473600235,8.94511533449184,13.062752079259579,78.54618265992646,1047.35091353277,0.0,100.58585313170252,0.0
 01/01  06:00:00,5.6,20.341630117256526,8.715812454502565,11.801787672173637,84.56054895467237,1123.1715285303574,0.0,92.97360421141659,0.0
 01/01  07:00:00,4.4,20.535936254885177,8.411627186498303,11.677651980270332,122.30717622231657,1330.6793483358686,133.65776243808186,44.392673790687748,0.0
 01/01  08:00:00,5.0,20.631904046756799,8.206660459176085,11.525662967944506,105.8867541684245,1164.0921198980066,113.86350058386765,65.44929865660866,0.0
 01/01  09:00:00,4.4,20.660902451562067,8.36730265192423,13.060770190807283,93.64238612674808,1024.3803809265899,102.26166105962045,80.86164188140053,0.0
 01/01  10:00:00,6.1,20.635627963160876,8.300188950239085,12.733083035556549,54.281962958571877,727.3524219093384,0.0,131.29653338817014,0.0
 01/01  11:00:00,6.1,20.57570937711941,8.395861136432043,12.731792166090985,52.20701529294689,698.6707873869852,0.0,133.92274824660036,0.0
 01/01  12:00:00,3.9,19.935235725322277,7.74343527135149,10.572887203940012,85.44732698243425,936.5376774221904,90.33683185551735,91.20442308288739,0.0
 01/01  13:00:00,4.0,20.45889314161405,7.752196381462667,10.415777353813596,106.90293492586383,1159.6177851083515,108.20958334079931,63.95295579643931,0.0
 01/01  14:00:00,4.0,20.59131581681451,7.86059560729626,10.767151886147845,107.45753312243818,1155.7651495429043,123.41697679865021,63.129784141237667,0.0
 01/01  15:00:00,6.0,20.590127887325278,8.366526759520326,11.452354959198198,65.45558508414439,869.4245328773675,0.0,117.15432973898818,0.0
 01/01  16:00:00,5.6,20.68370036678274,8.317843252379897,11.74978867354228,65.39577042299934,866.8410616686737,0.0,117.2300358179672,0.0
 01/01  17:00:00,4.0,20.643933238920437,8.07291297466041,12.132474069736297,84.81070560969389,935.9479504710665,85.84923776044175,92.06561300903596,0.0
 01/01  18:00:00,3.0,20.602180018374065,7.360731427529692,11.726685443592757,83.53344923901098,907.4498886607258,90.31478862708404,93.43123965878391,0.0
 01/01  19:00:00,1.7,20.58771110539525,6.267697918885114,11.348611716486165,82.36308615982895,896.3333682979551,80.6565096753069,94.75282579006658,0.0
 01/01  20:00:00,1.1,20.568368155030606,6.5576914170316409,12.890217218734895,84.3429344814598,900.5489058657367,92.30586235853005,91.94113366940474,0.0
 01/01  21:00:00,1.7,20.622742879813086,6.564670085976895,14.240848132125964,76.86726377866516,830.777754257685,81.28966012697038,101.69054056873388,0.0
 01/01  22:00:00,1.1,20.535502467321217,6.585346500138263,14.338546514797729,79.80752478143562,867.1396385449674,81.25975269985138,97.84625938851706,0.0
 01/01  23:00:00,1.1,20.54303658375232,6.616607222221152,14.444987655388167,88.77922375629727,963.3141292192379,90.3943648338766,86.36290179115356,0.0
 01/01  24:00:00,1.0,20.535012972930376,6.682982465411963,14.465253170444227,99.81078766342186,1091.0084697801474,95.25037982209364,72.31727346304943,0.0
 07/21  01:00:00,20.588,25.493274578749337,19.978783013445349,20.620525986855904,22.259196723591633,0.0,0.0,0.0,0.0
 07/21  02:00:00,19.992000000000006,25.504052106241237,19.295339119738565,20.234689690595834,11.047829450791296,0.0,0.0,0.0,0.0
 07/21  03:00:00,19.545,25.510192983164648,18.760707578510428,19.96055810034066,3.2657442716882354,0.0,0.0,0.0,0.0
 07/21  04:00:00,19.098000000000004,25.38096515747058,18.320101442883137,19.70016949238864,0.0,0.0,0.0,0.0,0.0
 07/21  05:00:00,18.800000000000006,25.170029409451766,17.947065474830329,19.50380354359382,0.0,0.0,0.0,0.0,0.0
 07/21  06:00:00,19.098000000000004,25.54900415044671,18.541425607694497,19.542454578497425,8.123979359682837,0.0,0.0,0.0,0.0
 07/21  07:00:00,20.141000000000003,25.64983265564536,21.076062734233856,19.93342412087977,31.851276290911298,0.0,0.0,0.0,0.0
 07/21  08:00:00,22.674000000000004,25.703974876018444,24.874806697538025,21.172248564634399,56.8324073455593,0.0,0.0,0.0,0.0
 07/21  09:00:00,25.505000000000004,25.680187883491518,30.438484490630417,21.912730740191983,79.21037878341009,0.0,0.0,0.0,0.0
 07/21  10:00:00,28.038000000000005,25.65493949395786,35.57457829594278,22.826324190274688,101.09277373143917,0.0,0.0,0.0,0.0
 07/21  11:00:00,30.273000000000005,25.636290751613744,40.19641431258627,23.627401646625875,120.07000932362922,0.0,0.0,0.0,0.0
 07/21  12:00:00,31.763,25.617775111942846,43.63022016520596,24.236414251906653,132.62679802182769,0.0,0.0,0.0,0.0
 07/21  13:00:00,32.955000000000008,25.605956669546406,45.97925616897127,24.771553231547146,143.268068650854,0.0,0.0,0.0,0.0
 07/21  14:00:00,33.7,25.616970771732153,47.002553057174917,25.192093846709338,158.0181194211391,0.0,0.0,0.0,0.0
 07/21  15:00:00,33.7,25.932279369854734,46.87659611589983,25.390218906458384,158.0181194211391,0.0,0.0,0.0,0.0
 07/21  16:00:00,32.806000000000008,26.182802886217428,45.28628880934045,25.361459650824913,158.0181194211391,0.0,0.0,0.0,0.0
 07/21  17:00:00,31.614000000000006,26.36165786473013,42.5178529760158,25.21989740920173,158.0181194211391,0.0,0.0,0.0,0.0
 07/21  18:00:00,30.124000000000004,26.447347065977888,38.69425175084736,24.951966656628949,158.0181194211391,0.0,0.0,0.0,0.0
 07/21  19:00:00,27.889000000000004,26.279361418241494,33.96808271378319,24.417868328476016,158.0181194211391,0.0,0.0,0.0,0.0
 07/21  20:00:00,26.250000000000005,25.72745732246126,29.376188431305015,23.952875804374015,147.03198757873117,0.0,0.0,0.0,0.0
 07/21  21:00:00,24.909000000000004,25.551798001248736,25.963131195208509,23.462897933378284,112.53892908653715,0.0,0.0,0.0,0.0
 07/21  22:00:00,23.568,25.50987409268176,23.659798320559646,22.953217769169578,83.60107189854794,0.0,0.0,0.0,0.0
 07/21  23:00:00,22.525000000000003,25.50447967378733,22.073690103370916,22.49829288866622,59.36249749581128,0.0,0.0,0.0,0.0
 07/21  24:00:00,21.482000000000004,25.496916121788947,20.916155205736794,21.99838364746781,39.403307721163759,0.0,0.0,0.0,0.0
 12/21  01:00:00,-4.1,20.54497963727647,0.9131043792661456,15.812725167881198,158.0181194211391,1688.2323170837522,112.16594616342417,0.0,254.76208184195685
 12/21  02:00:00,-4.1,20.547379345387634,0.9702716323356446,15.296203612251402,158.0181194211391,1692.714750979959,112.16594616342417,0.0,384.266429597621
 12/21  03:00:00,-4.1,20.548450954173395,1.0093119072682333,15.084966549183651,158.0181194211391,1690.4638800801175,112.16594616342417,0.0,558.7943621752575
 12/21  04:00:00,-4.1,20.548999671348939,1.0417234330455215,14.847097606281553,158.0181194211391,1689.5478664403243,112.16594616342417,0.0,672.4246398381661
 12/21  05:00:00,-4.1,20.550292274277419,1.0559669441597024,14.651932597802349,158.0181194211391,1688.497648360614,112.16594616342417,0.0,702.9020276241681
 12/21  06:00:00,-4.1,20.5527234688283,1.0485918510933952,14.475221396390904,158.0181194211391,1687.6625467152877,112.16594616342417,0.0,617.1996212854851
 12/21  07:00:00,-4.1,20.55416865042978,1.0355311688194966,14.3164966623813,158.0181194211391,1686.9451758085464,112.16594616342417,0.0,519.2692401516702
 12/21  08:00:00,-4.1,20.55432359423511,1.024353820475806,14.171447698831085,158.0181194211391,1686.278908884423,112.16594616342417,0.0,460.54667842059328
 12/21  09:00:00,-4.1,20.551570554258427,1.0391916842920133,14.037256283389978,158.0181194211391,1685.6348840164558,112.16594616342417,0.0,565.9169692856676
 12/21  10:00:00,-4.1,20.549746442571505,1.05627702413564,13.911369430588339,158.0181194211391,1684.9520064894517,112.16594616342417,0.0,689.5754399013122
 12/21  11:00:00,-4.1,20.549394179013136,1.07059196782052,13.792547893787303,158.0181194211391,1684.33475755349,112.16594616342417,0.0,770.1893483271933
 12/21  12:00:00,-4.1,20.54949228536535,1.0820069147889698,13.680111722830594,158.0181194211391,1683.7937989304174,112.16594616342417,0.0,823.030518572205
 12/21  13:00:00,-4.1,20.549501924565683,1.0919438693606936,13.573437168177998,158.0181194211391,1683.2951931663184,112.16594616342417,0.0,866.5610655478586
 12/21  14:00:00,-4.1,20.549588657741248,1.0989765807447545,13.471907765447203,158.0181194211391,1682.819891232922,112.16594616342417,0.0,895.8576954620903
 12/21  15:00:00,-4.1,20.549788145318936,1.1029275252165205,13.375022334817388,158.0181194211391,1682.3701595276348,112.16594616342417,0.0,909.3433564042871
 12/21  16:00:00,-4.1,20.550933014534754,1.0955803768851147,13.282494765328809,158.0181194211391,1681.944891663171,112.16594616342417,0.0,860.6879865568271
 12/21  17:00:00,-4.1,20.55418779032449,1.06259401247265,13.19401643356444,158.0181194211391,1681.5678917980377,112.16594616342417,0.0,666.486258840468
 12/21  18:00:00,-4.1,20.557432421598429,1.0158405203935388,13.109759407122447,158.0181194211391,1681.2724894651513,112.16594616342417,0.0,402.31649375316376
 12/21  19:00:00,-4.1,20.56010213599174,0.9597674279831929,13.029524470514947,158.0181194211391,1680.9952786236646,112.16594616342417,0.0,112.22688298390767
 12/21  20:00:00,-4.1,20.56415128778496,0.922547037771599,12.952764961923739,155.03220317203816,1675.9443736427218,111.8471086918651,0.5685102875957027,0.0
 12/21  21:00:00,-4.1,20.564480095765459,0.83308807084378,12.87796194528762,150.49967594298796,1626.7681623131967,108.57708902969212,6.399192012347732,0.0
 12/21  22:00:00,-4.1,20.55893392913429,0.8424850891974238,12.806446788107558,151.75795330273457,1640.043587581054,109.48476809690045,4.780734542402509,0.0
 12/21  23:00:00,-4.1,20.551713491779926,0.8889062957576243,12.736957049244947,158.0181194211391,1679.6923432159256,112.16594616342417,0.0,37.88183322408122
 12/21  24:00:00,-4.1,20.54823490356887,0.9312007321384646,12.667210746508286,158.0181194211391,1679.1663930703999,112.16594616342417,0.0,324.48079136518848
